"REF_DATE","GEO","DGUID","Type of building","Type of work","Variables","Seasonal adjustment, value type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024-05","Quebec","2021A000224","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843530","6.4.1.1.2","1403392","","","","0"
"2024-06","Quebec","2021A000224","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843530","6.4.1.1.2","1452057","","","","0"
"2024-07","Quebec","2021A000224","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843530","6.4.1.1.2","1442213","","","","0"
"2024-08","Quebec","2021A000224","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843530","6.4.1.1.2","1661224","","","","0"
"2024-09","Quebec","2021A000224","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843530","6.4.1.1.2","1632576","","","","0"
"2024-10","Quebec","2021A000224","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843530","6.4.1.1.2","1591783","","","","0"
"2024-11","Quebec","2021A000224","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843530","6.4.1.1.2","1606668","","","","0"
"2024-12","Quebec","2021A000224","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843530","6.4.1.1.2","1592425","","","","0"
"2025-01","Quebec","2021A000224","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843530","6.4.1.1.2","1785543","","","","0"
"2025-02","Quebec","2021A000224","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843530","6.4.1.1.2","1622357","","","","0"
"2025-03","Quebec","2021A000224","Total residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843530","6.4.1.1.2","1604428","","","","0"
"2020-01","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","384084","","","","0"
"2020-02","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","381918","","","","0"
"2020-03","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","289381","","","","0"
"2020-04","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","231563","","","","0"
"2020-05","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","332378","","","","0"
"2020-06","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","407454","","","","0"
"2020-07","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","440319","","","","0"
"2020-08","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","493093","","","","0"
"2020-09","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","521475","","","","0"
"2020-10","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","539636","","","","0"
"2020-11","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","595386","","","","0"
"2020-12","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","573342","","","","0"
"2021-01","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","658992","","","","0"
"2021-02","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","695495","","","","0"
"2021-03","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","767227","","","","0"
"2021-04","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","728529","","","","0"
"2021-05","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","574155","","","","0"
"2021-06","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","601389","","","","0"
"2021-07","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","509495","","","","0"
"2021-08","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","613535","","","","0"
"2021-09","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","573488","","","","0"
"2021-10","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","635505","","","","0"
"2021-11","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","644655","","","","0"
"2021-12","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","631628","","","","0"
"2022-01","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","711555","","","","0"
"2022-02","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","796544","","","","0"
"2022-03","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","708044","","","","0"
"2022-04","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","702915","","","","0"
"2022-05","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","656956","","","","0"
"2022-06","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","646750","","","","0"
"2022-07","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","634788","","","","0"
"2022-08","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","594249","","","","0"
"2022-09","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","589500","","","","0"
"2022-10","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","521988","","","","0"
"2022-11","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","517221","","","","0"
"2022-12","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","518314","","","","0"
"2023-01","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","483538","","","","0"
"2023-02","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","495811","","","","0"
"2023-03","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","507549","","","","0"
"2023-04","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","468641","","","","0"
"2023-05","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","489372","","","","0"
"2023-06","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","474883","","","","0"
"2023-07","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","497646","","","","0"
"2023-08","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","471647","","","","0"
"2023-09","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","481335","","","","0"
"2023-10","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","503976","","","","0"
"2023-11","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","557962","","","","0"
"2023-12","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","515632","","","","0"
"2024-01","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","468132","","","","0"
"2024-02","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","473442","","","","0"
"2024-03","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","468227","","","","0"
"2024-04","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","468917","","","","0"
"2024-05","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","463773","","","","0"
"2024-06","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","476389","","","","0"
"2024-07","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","486390","","","","0"
"2024-08","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","518681","","","","0"
"2024-09","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","522221","","","","0"
"2024-10","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","539785","","","","0"
"2024-11","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","536430","","","","0"
"2024-12","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","511964","","","","0"
"2025-01","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","551453","","","","0"
"2025-02","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","543539","","","","0"
"2025-03","Quebec","2021A000224","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843531","6.7.1.1.2","517532","","","","0"
"2020-01","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","703839","","","","0"
"2020-02","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","589940","","","","0"
"2020-03","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","499881","","","","0"
"2020-04","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","393982","","","","0"
"2020-05","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","592200","","","","0"
"2020-06","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","726706","","","","0"
"2020-07","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","590145","","","","0"
"2020-08","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","795239","","","","0"
"2020-09","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","761888","","","","0"
"2020-10","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","809040","","","","0"
"2020-11","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","658150","","","","0"
"2020-12","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","691351","","","","0"
"2021-01","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","742390","","","","0"
"2021-02","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","734728","","","","0"
"2021-03","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","942501","","","","0"
"2021-04","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","811129","","","","0"
"2021-05","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","1114170","","","","0"
"2021-06","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","716757","","","","0"
"2021-07","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","738383","","","","0"
"2021-08","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","706631","","","","0"
"2021-09","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","799267","","","","0"
"2021-10","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","822844","","","","0"
"2021-11","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","857707","","","","0"
"2021-12","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","980903","","","","0"
"2022-01","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","926857","","","","0"
"2022-02","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","812752","","","","0"
"2022-03","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","827767","","","","0"
"2022-04","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","1012813","","","","0"
"2022-05","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","496833","","","","0"
"2022-06","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","682372","","","","0"
"2022-07","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","791557","","","","0"
"2022-08","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","696708","","","","0"
"2022-09","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","545774","","","","0"
"2022-10","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","529979","","","","0"
"2022-11","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","752890","","","","0"
"2022-12","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","608752","","","","0"
"2023-01","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","540513","","","","0"
"2023-02","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","732210","","","","0"
"2023-03","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","554863","","","","0"
"2023-04","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","586311","","","","0"
"2023-05","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","738760","","","","0"
"2023-06","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","838759","","","","0"
"2023-07","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","745581","","","","0"
"2023-08","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","652791","","","","0"
"2023-09","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","765883","","","","0"
"2023-10","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","774566","","","","0"
"2023-11","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","632111","","","","0"
"2023-12","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","507311","","","","0"
"2024-01","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","649471","","","","0"
"2024-02","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","759935","","","","0"
"2024-03","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","877772","","","","0"
"2024-04","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","804919","","","","0"
"2024-05","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","939619","","","","0"
"2024-06","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","975668","","","","0"
"2024-07","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","955823","","","","0"
"2024-08","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","1142543","","","","0"
"2024-09","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","1110355","","","","0"
"2024-10","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","1051998","","","","0"
"2024-11","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","1070238","","","","0"
"2024-12","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","1080461","","","","0"
"2025-01","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","1234091","","","","0"
"2025-02","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","1078818","","","","0"
"2025-03","Quebec","2021A000224","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843532","6.15.1.1.2","1086896","","","","0"
"2020-01","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","619873","","","","0"
"2020-02","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","509758","","","","0"
"2020-03","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","467441","","","","0"
"2020-04","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","237406","","","","0"
"2020-05","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","581819","","","","0"
"2020-06","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","655116","","","","0"
"2020-07","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","507396","","","","0"
"2020-08","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","494492","","","","0"
"2020-09","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","726946","","","","0"
"2020-10","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","556208","","","","0"
"2020-11","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","553350","","","","0"
"2020-12","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","576966","","","","0"
"2021-01","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","806442","","","","0"
"2021-02","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","709545","","","","0"
"2021-03","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","624151","","","","0"
"2021-04","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","992590","","","","0"
"2021-05","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","745006","","","","0"
"2021-06","Quebec","2021A000224","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843533","6.33.1.1.2","777293","","","","0"
