"REF_DATE","GEO","DGUID","Type of building","Type of work","Variables","Seasonal adjustment, value type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-04","Northwest Territories","2021A000261","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843587","13.7.1.1.2","888","","","","0"
"2020-05","Northwest Territories","2021A000261","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843587","13.7.1.1.2","2391","","","","0"
"2020-06","Northwest Territories","2021A000261","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843587","13.7.1.1.2","1179","","","","0"
"2020-07","Northwest Territories","2021A000261","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843587","13.7.1.1.2","2102","","","","0"
"2020-08","Northwest Territories","2021A000261","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843587","13.7.1.1.2","942","","","","0"
"2020-09","Northwest Territories","2021A000261","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843587","13.7.1.1.2","1491","","","","0"
"2020-10","Northwest Territories","2021A000261","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843587","13.7.1.1.2","2018","","","","0"
"2020-11","Northwest Territories","2021A000261","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843587","13.7.1.1.2","1745","","","","0"
"2020-12","Northwest Territories","2021A000261","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843587","13.7.1.1.2","1007","","","","0"
"2021-01","Northwest Territories","2021A000261","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843587","13.7.1.1.2","1320","","","","0"
"2021-02","Northwest Territories","2021A000261","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843587","13.7.1.1.2","1220","","","","0"
"2021-03","Northwest Territories","2021A000261","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843587","13.7.1.1.2","2758","","","","0"
"2021-04","Northwest Territories","2021A000261","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843587","13.7.1.1.2","974","","","","0"
"2021-05","Northwest Territories","2021A000261","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843587","13.7.1.1.2","4040","","","","0"
"2021-06","Northwest Territories","2021A000261","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843587","13.7.1.1.2","4560","","","","0"
"2021-07","Northwest Territories","2021A000261","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843587","13.7.1.1.2","3361","","","","0"
"2021-08","Northwest Territories","2021A000261","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843587","13.7.1.1.2","4750","E","","","0"
"2021-09","Northwest Territories","2021A000261","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843587","13.7.1.1.2","1167","","","","0"
"2021-10","Northwest Territories","2021A000261","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843587","13.7.1.1.2","341","","","","0"
"2021-11","Northwest Territories","2021A000261","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843587","13.7.1.1.2","732","","","","0"
"2021-12","Northwest Territories","2021A000261","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843587","13.7.1.1.2","1029","","","","0"
"2022-01","Northwest Territories","2021A000261","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843587","13.7.1.1.2","814","","","","0"
"2022-02","Northwest Territories","2021A000261","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843587","13.7.1.1.2","755","","","","0"
"2022-03","Northwest Territories","2021A000261","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843587","13.7.1.1.2","532","","","","0"
"2022-04","Northwest Territories","2021A000261","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843587","13.7.1.1.2","744","","","","0"
"2022-05","Northwest Territories","2021A000261","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843587","13.7.1.1.2","410","","","","0"
"2022-06","Northwest Territories","2021A000261","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843587","13.7.1.1.2","2537","","","","0"
"2022-07","Northwest Territories","2021A000261","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843587","13.7.1.1.2","17","","","","0"
"2022-08","Northwest Territories","2021A000261","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843587","13.7.1.1.2","393","","","","0"
"2022-09","Northwest Territories","2021A000261","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843587","13.7.1.1.2","775","","","","0"
"2022-10","Northwest Territories","2021A000261","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843587","13.7.1.1.2","1157","","","","0"
"2022-11","Northwest Territories","2021A000261","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843587","13.7.1.1.2","717","","","","0"
"2022-12","Northwest Territories","2021A000261","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843587","13.7.1.1.2","697","","","","0"
"2023-01","Northwest Territories","2021A000261","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843587","13.7.1.1.2","858","","","","0"
"2023-02","Northwest Territories","2021A000261","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843587","13.7.1.1.2","648","","","","0"
"2023-03","Northwest Territories","2021A000261","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843587","13.7.1.1.2","1785","","","","0"
"2023-04","Northwest Territories","2021A000261","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843587","13.7.1.1.2","593","","","","0"
"2023-05","Northwest Territories","2021A000261","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843587","13.7.1.1.2","92","","","","0"
"2023-06","Northwest Territories","2021A000261","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843587","13.7.1.1.2","262","","","","0"
"2023-07","Northwest Territories","2021A000261","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843587","13.7.1.1.2","904","","","","0"
"2023-08","Northwest Territories","2021A000261","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843587","13.7.1.1.2","0","","","","0"
"2023-09","Northwest Territories","2021A000261","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843587","13.7.1.1.2","478","","","","0"
"2023-10","Northwest Territories","2021A000261","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843587","13.7.1.1.2","1439","","","","0"
"2023-11","Northwest Territories","2021A000261","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843587","13.7.1.1.2","1516","","","","0"
