"REF_DATE","GEO","DGUID","Labour force characteristics","Gender","Age group","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-02","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","9.5","","","","1"
"2021-03","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","7.8","","","","1"
"2021-04","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","8.9","","","","1"
"2021-05","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","10.2","","","","1"
"2021-06","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","11.8","","","","1"
"2021-07","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","8.6","","","","1"
"2021-08","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","8.7","","","","1"
"2021-09","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","7.7","","","","1"
"2021-10","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","6.8","","","","1"
"2021-11","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","5.9","","","","1"
"2021-12","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","7.2","","","","1"
"2022-01","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","10.0","","","","1"
"2022-02","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","8.9","","","","1"
"2022-03","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","7.4","","","","1"
"2022-04","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","7.7","","","","1"
"2022-05","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","7.1","","","","1"
"2022-06","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","5.6","","","","1"
"2022-07","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","5.2","","","","1"
"2022-08","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","6.3","","","","1"
"2022-09","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","6.7","","","","1"
"2022-10","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","7.8","","","","1"
"2022-11","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","7.6","","","","1"
"2022-12","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","4.4","","","","1"
"2023-01","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","6.2","","","","1"
"2023-02","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","5.6","","","","1"
"2023-03","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","5.5","","","","1"
"2023-04","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","5.4","","","","1"
"2023-05","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","5.1","","","","1"
"2023-06","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","6.4","","","","1"
"2023-07","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","6.9","","","","1"
"2023-08","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","7.9","","","","1"
"2023-09","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","6.0","","","","1"
"2023-10","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","4.6","","","","1"
"2023-11","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","6.2","","","","1"
"2023-12","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","6.7","","","","1"
"2024-01","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","6.3","","","","1"
"2024-02","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","5.8","","","","1"
"2024-03","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","6.0","","","","1"
"2024-04","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","5.8","","","","1"
"2024-05","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","6.3","","","","1"
"2024-06","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","7.0","","","","1"
"2024-07","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","8.5","","","","1"
"2024-08","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","7.4","","","","1"
"2024-09","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","5.6","","","","1"
"2024-10","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","8.3","","","","1"
"2024-11","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","7.1","","","","1"
"2024-12","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","8.3","","","","1"
"2025-01","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","6.3","","","","1"
"2025-02","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","7.1","","","","1"
"2025-03","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","6.5","","","","1"
"2025-04","Prince Edward Island","2021A000211","Unemployment rate","Women+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063211","3.7.3.1.1.1","6.1","","","","1"
"2020-01","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","67.1","","","","1"
"2020-02","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","66.9","","","","1"
"2020-03","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","64.7","","","","1"
"2020-04","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","59.7","","","","1"
"2020-05","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","63.1","","","","1"
"2020-06","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","65.9","","","","1"
"2020-07","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","64.6","","","","1"
"2020-08","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","64.9","","","","1"
"2020-09","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","65.0","","","","1"
"2020-10","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","64.9","","","","1"
"2020-11","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","65.6","","","","1"
"2020-12","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","65.1","","","","1"
"2021-01","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","64.3","","","","1"
"2021-02","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","64.7","","","","1"
"2021-03","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","65.0","","","","1"
"2021-04","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","65.4","","","","1"
"2021-05","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","66.2","","","","1"
"2021-06","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","67.0","","","","1"
"2021-07","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","66.9","","","","1"
"2021-08","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","66.3","","","","1"
"2021-09","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","66.7","","","","1"
"2021-10","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","65.7","","","","1"
"2021-11","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","66.7","","","","1"
"2021-12","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","67.0","","","","1"
"2022-01","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","66.2","","","","1"
"2022-02","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","67.1","","","","1"
"2022-03","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","67.0","","","","1"
"2022-04","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","66.0","","","","1"
"2022-05","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","66.5","","","","1"
"2022-06","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","65.8","","","","1"
"2022-07","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","64.4","","","","1"
"2022-08","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","65.2","","","","1"
"2022-09","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","63.8","","","","1"
"2022-10","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","64.8","","","","1"
"2022-11","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","62.6","","","","1"
"2022-12","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","63.0","","","","1"
"2023-01","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","63.9","","","","1"
"2023-02","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","64.6","","","","1"
"2023-03","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","65.1","","","","1"
"2023-04","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","66.4","","","","1"
"2023-05","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","66.3","","","","1"
"2023-06","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","65.5","","","","1"
"2023-07","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","66.2","","","","1"
"2023-08","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","67.5","","","","1"
"2023-09","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","67.5","","","","1"
"2023-10","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","67.3","","","","1"
"2023-11","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","67.2","","","","1"
"2023-12","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","67.7","","","","1"
"2024-01","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","67.0","","","","1"
"2024-02","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","66.4","","","","1"
"2024-03","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","66.3","","","","1"
"2024-04","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","66.3","","","","1"
"2024-05","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","65.5","","","","1"
"2024-06","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","66.4","","","","1"
"2024-07","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","66.1","","","","1"
"2024-08","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","66.3","","","","1"
"2024-09","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","65.5","","","","1"
"2024-10","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","67.3","","","","1"
"2024-11","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","67.3","","","","1"
"2024-12","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","67.8","","","","1"
"2025-01","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","66.7","","","","1"
"2025-02","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","66.6","","","","1"
"2025-03","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","66.4","","","","1"
"2025-04","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","65.9","","","","1"
"2020-01","Prince Edward Island","2021A000211","Participation rate","Men+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063203","3.8.2.1.1.1","70.0","","","","1"
"2020-02","Prince Edward Island","2021A000211","Participation rate","Men+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063203","3.8.2.1.1.1","70.2","","","","1"
"2020-03","Prince Edward Island","2021A000211","Participation rate","Men+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063203","3.8.2.1.1.1","67.6","","","","1"
"2020-04","Prince Edward Island","2021A000211","Participation rate","Men+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063203","3.8.2.1.1.1","63.4","","","","1"
"2020-05","Prince Edward Island","2021A000211","Participation rate","Men+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063203","3.8.2.1.1.1","67.4","","","","1"
"2020-06","Prince Edward Island","2021A000211","Participation rate","Men+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063203","3.8.2.1.1.1","67.0","","","","1"
"2020-07","Prince Edward Island","2021A000211","Participation rate","Men+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063203","3.8.2.1.1.1","68.2","","","","1"
"2020-08","Prince Edward Island","2021A000211","Participation rate","Men+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063203","3.8.2.1.1.1","68.8","","","","1"
"2020-09","Prince Edward Island","2021A000211","Participation rate","Men+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063203","3.8.2.1.1.1","68.8","","","","1"
"2020-10","Prince Edward Island","2021A000211","Participation rate","Men+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063203","3.8.2.1.1.1","69.5","","","","1"
"2020-11","Prince Edward Island","2021A000211","Participation rate","Men+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063203","3.8.2.1.1.1","70.2","","","","1"
"2020-12","Prince Edward Island","2021A000211","Participation rate","Men+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063203","3.8.2.1.1.1","70.1","","","","1"
"2021-01","Prince Edward Island","2021A000211","Participation rate","Men+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063203","3.8.2.1.1.1","69.1","","","","1"
"2021-02","Prince Edward Island","2021A000211","Participation rate","Men+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063203","3.8.2.1.1.1","70.0","","","","1"
"2021-03","Prince Edward Island","2021A000211","Participation rate","Men+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063203","3.8.2.1.1.1","70.7","","","","1"
"2021-04","Prince Edward Island","2021A000211","Participation rate","Men+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063203","3.8.2.1.1.1","70.6","","","","1"
"2021-05","Prince Edward Island","2021A000211","Participation rate","Men+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063203","3.8.2.1.1.1","70.4","","","","1"
"2021-06","Prince Edward Island","2021A000211","Participation rate","Men+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063203","3.8.2.1.1.1","71.0","","","","1"
"2021-07","Prince Edward Island","2021A000211","Participation rate","Men+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063203","3.8.2.1.1.1","72.0","","","","1"
"2021-08","Prince Edward Island","2021A000211","Participation rate","Men+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063203","3.8.2.1.1.1","71.8","","","","1"
"2021-09","Prince Edward Island","2021A000211","Participation rate","Men+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063203","3.8.2.1.1.1","72.7","","","","1"
"2021-10","Prince Edward Island","2021A000211","Participation rate","Men+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063203","3.8.2.1.1.1","71.3","","","","1"
"2021-11","Prince Edward Island","2021A000211","Participation rate","Men+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063203","3.8.2.1.1.1","73.2","","","","1"
"2021-12","Prince Edward Island","2021A000211","Participation rate","Men+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063203","3.8.2.1.1.1","73.2","","","","1"
"2022-01","Prince Edward Island","2021A000211","Participation rate","Men+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063203","3.8.2.1.1.1","72.2","","","","1"
"2022-02","Prince Edward Island","2021A000211","Participation rate","Men+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063203","3.8.2.1.1.1","71.5","","","","1"
"2022-03","Prince Edward Island","2021A000211","Participation rate","Men+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063203","3.8.2.1.1.1","71.6","","","","1"
"2022-04","Prince Edward Island","2021A000211","Participation rate","Men+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063203","3.8.2.1.1.1","70.7","","","","1"
"2022-05","Prince Edward Island","2021A000211","Participation rate","Men+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063203","3.8.2.1.1.1","70.5","","","","1"
"2022-06","Prince Edward Island","2021A000211","Participation rate","Men+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063203","3.8.2.1.1.1","69.3","","","","1"
"2022-07","Prince Edward Island","2021A000211","Participation rate","Men+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063203","3.8.2.1.1.1","67.8","","","","1"
"2022-08","Prince Edward Island","2021A000211","Participation rate","Men+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063203","3.8.2.1.1.1","68.9","","","","1"
"2022-09","Prince Edward Island","2021A000211","Participation rate","Men+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063203","3.8.2.1.1.1","67.6","","","","1"
"2022-10","Prince Edward Island","2021A000211","Participation rate","Men+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063203","3.8.2.1.1.1","67.6","","","","1"
"2022-11","Prince Edward Island","2021A000211","Participation rate","Men+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063203","3.8.2.1.1.1","65.6","","","","1"
"2022-12","Prince Edward Island","2021A000211","Participation rate","Men+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063203","3.8.2.1.1.1","66.7","","","","1"
"2023-01","Prince Edward Island","2021A000211","Participation rate","Men+","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063203","3.8.2.1.1.1","68.2","","","","1"
