"REF_DATE","GEO","DGUID","Investment income","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2012-07","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","-137","","","","0"
"2012-10","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","-223","","","","0"
"2013-01","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","-299","","","","0"
"2013-04","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","-296","","","","0"
"2013-07","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","-301","","","","0"
"2013-10","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","-185","","","","0"
"2014-01","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","-256","","","","0"
"2014-04","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","-281","","","","0"
"2014-07","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","-135","","","","0"
"2014-10","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","123","","","","0"
"2015-01","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","213","","","","0"
"2015-04","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","406","","","","0"
"2015-07","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","498","","","","0"
"2015-10","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","741","","","","0"
"2016-01","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","237","","","","0"
"2016-04","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","583","","","","0"
"2016-07","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","472","","","","0"
"2016-10","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","806","","","","0"
"2017-01","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","484","","","","0"
"2017-04","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","555","","","","0"
"2017-07","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","719","","","","0"
"2017-10","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","1198","","","","0"
"2018-01","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","703","","","","0"
"2018-04","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","759","","","","0"
"2018-07","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","744","","","","0"
"2018-10","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","760","","","","0"
"2019-01","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","1000","","","","0"
"2019-04","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","949","","","","0"
"2019-07","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","1224","","","","0"
"2019-10","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","1217","","","","0"
"2020-01","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","854","","","","0"
"2020-04","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","979","","","","0"
"2020-07","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","1074","","","","0"
"2020-10","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","1290","","","","0"
"2021-01","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","1094","","","","0"
"2021-04","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","1242","","","","0"
"2021-07","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","1455","","","","0"
"2021-10","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","1361","","","","0"
"2022-01","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","1279","","","","0"
"2022-04","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","1365","","","","0"
"2022-07","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","1648","","","","0"
"2022-10","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","1848","","","","0"
"2023-01","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","1818","","","","0"
"2023-04","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","1851","","","","0"
"2023-07","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","1936","","","","0"
"2023-10","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","2376","","","","0"
"2024-01","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","2575","","","","0"
"2024-04","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","2912","","","","0"
"2024-07","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","2844","","","","0"
"2024-10","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","2695","","","","0"
"2025-01","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","2615","","","","0"
"2010-01","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","-1016","","","","0"
"2010-04","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","4","","","","0"
"2010-07","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","-260","","","","0"
"2010-10","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","638","","","","0"
"2011-01","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","472","","","","0"
"2011-04","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","1513","","","","0"
"2011-07","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","662","","","","0"
"2011-10","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","-2113","","","","0"
"2012-01","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","-15","","","","0"
"2012-04","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","-1312","","","","0"
"2012-07","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","914","","","","0"
"2012-10","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","-2114","","","","0"
"2013-01","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","-301","","","","0"
"2013-04","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","-1887","","","","0"
"2013-07","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","676","","","","0"
"2013-10","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","-368","","","","0"
"2014-01","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","-463","","","","0"
"2014-04","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","240","","","","0"
"2014-07","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","-276","","","","0"
"2014-10","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","325","","","","0"
"2015-01","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","1345","","","","0"
"2015-04","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","2118","","","","0"
"2015-07","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","1541","","","","0"
"2015-10","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","2322","","","","0"
"2016-01","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","2473","","","","0"
"2016-04","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","3329","","","","0"
"2016-07","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","2739","","","","0"
"2016-10","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","2313","","","","0"
"2017-01","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","2435","","","","0"
"2017-04","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","5160","","","","0"
"2017-07","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","5654","","","","0"
"2017-10","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","5692","","","","0"
"2018-01","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","5881","","","","0"
"2018-04","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","5622","","","","0"
"2018-07","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","5365","","","","0"
"2018-10","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","7576","","","","0"
"2019-01","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","6256","","","","0"
"2019-04","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","6713","","","","0"
"2019-07","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","2434","","","","0"
"2019-10","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","7867","","","","0"
"2020-01","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","11170","","","","0"
"2020-04","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","9880","","","","0"
"2020-07","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","7135","","","","0"
"2020-10","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","12094","","","","0"
"2021-01","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","9183","","","","0"
"2021-04","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","6105","","","","0"
"2021-07","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","7994","","","","0"
"2021-10","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","7275","","","","0"
"2022-01","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","7408","","","","0"
"2022-04","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","5257","","","","0"
"2022-07","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","3078","","","","0"
"2022-10","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","4891","","","","0"
"2023-01","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","8637","","","","0"
"2023-04","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","12492","","","","0"
"2023-07","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","6810","","","","0"
"2023-10","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","15408","","","","0"
"2024-01","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","12808","","","","0"
"2024-04","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","11771","","","","0"
"2024-07","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","14733","","","","0"
"2024-10","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","13902","","","","0"
"2025-01","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","16242","","","","0"
"2010-01","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-4483","","","","0"
"2010-04","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-4548","","","","0"
"2010-07","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-5173","","","","0"
"2010-10","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-5085","","","","0"
"2011-01","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-5104","","","","0"
"2011-04","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-5116","","","","0"
"2011-07","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-5082","","","","0"
"2011-10","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-5212","","","","0"
"2012-01","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-5200","","","","0"
"2012-04","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-5132","","","","0"
"2012-07","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-5302","","","","0"
"2012-10","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-5291","","","","0"
"2013-01","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-4973","","","","0"
"2013-04","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-5014","","","","0"
"2013-07","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-5048","","","","0"
"2013-10","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-5126","","","","0"
"2014-01","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-4935","","","","0"
"2014-04","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-5174","","","","0"
"2014-07","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-5341","","","","0"
"2014-10","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-5402","","","","0"
"2015-01","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-5407","","","","0"
"2015-04","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-5690","","","","0"
"2015-07","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-5654","","","","0"
"2015-10","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-5485","","","","0"
"2016-01","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-5620","","","","0"
"2016-04","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-5177","","","","0"
"2016-07","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-5336","","","","0"
"2016-10","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-5023","","","","0"
"2017-01","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-5338","","","","0"
"2017-04","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-5850","","","","0"
"2017-07","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-6017","","","","0"
"2017-10","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-6338","","","","0"
"2018-01","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-6230","","","","0"
"2018-04","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-6741","","","","0"
"2018-07","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-7082","","","","0"
"2018-10","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-7303","","","","0"
"2019-01","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-7244","","","","0"
"2019-04","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-7158","","","","0"
"2019-07","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-6624","","","","0"
"2019-10","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-6516","","","","0"
"2020-01","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-7518","","","","0"
"2020-04","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-5926","","","","0"
"2020-07","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-5796","","","","0"
"2020-10","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-5600","","","","0"
"2021-01","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-5075","","","","0"
"2021-04","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-5336","","","","0"
"2021-07","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-5635","","","","0"
"2021-10","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-5381","","","","0"
"2022-01","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-5718","","","","0"
"2022-04","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-6817","","","","0"
"2022-07","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-9031","","","","0"
"2022-10","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-8919","","","","0"
"2023-01","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-9737","","","","0"
"2023-04","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-10556","","","","0"
"2023-07","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-11853","","","","0"
"2023-10","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-11777","","","","0"
"2024-01","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-10991","","","","0"
"2024-04","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-12284","","","","0"
"2024-07","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-12354","","","","0"
"2024-10","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-13522","","","","0"
"2025-01","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-13243","","","","0"
"2010-01","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-5170","","","","0"
"2010-04","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-5316","","","","0"
"2010-07","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-5646","","","","0"
"2010-10","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-5709","","","","0"
"2011-01","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-5612","","","","0"
"2011-04","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-5788","","","","0"
"2011-07","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-6021","","","","0"
"2011-10","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-6218","","","","0"
"2012-01","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-6200","","","","0"
"2012-04","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-6292","","","","0"
"2012-07","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-6262","","","","0"
"2012-10","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-6226","","","","0"
"2013-01","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-6131","","","","0"
"2013-04","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-6201","","","","0"
"2013-07","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-6305","","","","0"
"2013-10","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-6359","","","","0"
"2014-01","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-6309","","","","0"
"2014-04","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-6435","","","","0"
"2014-07","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-6573","","","","0"
"2014-10","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-6815","","","","0"
"2015-01","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-6993","","","","0"
"2015-04","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-7052","","","","0"
"2015-07","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-7341","","","","0"
"2015-10","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-7445","","","","0"
"2016-01","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-7391","","","","0"
"2016-04","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-6904","","","","0"
"2016-07","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-7142","","","","0"
"2016-10","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-7069","","","","0"
"2017-01","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-6954","","","","0"
"2017-04","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-7496","","","","0"
"2017-07","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-7389","","","","0"
"2017-10","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-7854","","","","0"
"2018-01","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-7574","","","","0"
"2018-04","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-7941","","","","0"
"2018-07","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-8262","","","","0"
"2018-10","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-8385","","","","0"
"2019-01","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-8047","","","","0"
"2019-04","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-8018","","","","0"
"2019-07","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-7863","","","","0"
"2019-10","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-7722","","","","0"
"2020-01","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-7483","","","","0"
"2020-04","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-7139","","","","0"
"2020-07","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-6748","","","","0"
"2020-10","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-6727","","","","0"
"2021-01","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-6044","","","","0"
"2021-04","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-5784","","","","0"
"2021-07","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-6054","","","","0"
"2021-10","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-6035","","","","0"
"2022-01","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-5854","","","","0"
"2022-04","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-6419","","","","0"
"2022-07","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-7867","","","","0"
"2022-10","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-9283","","","","0"
"2023-01","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-9893","","","","0"
"2023-04","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-10523","","","","0"
"2023-07","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-11854","","","","0"
"2023-10","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-12229","","","","0"
"2024-01","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-12031","","","","0"
"2024-04","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-13132","","","","0"
